time, S, I, R
119.6,37.5239,0.27143,162.205
119.65,37.5234,0.270584,162.206
119.7,37.5228,0.26974,162.207
119.75,37.5223,0.268899,162.209
119.8,37.5218,0.26806,162.21
119.85,37.5213,0.267224,162.211
119.9,37.5208,0.26639,162.213
119.95,37.5203,0.265559,162.214
120,37.5198,0.264731,162.215
120.05,37.5193,0.263905,162.217
120.1,37.5188,0.263082,162.218
120.15,37.5184,0.262262,162.219
120.2,37.5179,0.261444,162.221
120.25,37.5174,0.260628,162.222
120.3,37.5169,0.259815,162.223
120.35,37.5164,0.259005,162.225
120.4,37.5159,0.258197,162.226
120.45,37.5154,0.257391,162.227
120.5,37.5149,0.256588,162.228
120.55,37.5145,0.255788,162.23
120.6,37.514,0.25499,162.231
120.65,37.5135,0.254195,162.232
120.7,37.513,0.253402,162.234
120.75,37.5126,0.252611,162.235
120.8,37.5121,0.251823,162.236
120.85,37.5116,0.251038,162.237
120.9,37.5111,0.250255,162.239
120.95,37.5107,0.249474,162.24
121,37.5102,0.248696,162.241
121.05,37.5097,0.24792,162.242
121.1,37.5093,0.247146,162.244
121.15,37.5088,0.246375,162.245
121.2,37.5084,0.245607,162.246
121.25,37.5079,0.24484,162.247
121.3,37.5074,0.244077,162.248
121.35,37.507,0.243315,162.25
121.4,37.5065,0.242556,162.251
121.45,37.5061,0.241799,162.252
121.5,37.5056,0.241045,162.253
121.55,37.5052,0.240293,162.255
121.6,37.5047,0.239543,162.256
121.65,37.5043,0.238796,162.257
121.7,37.5038,0.238051,162.258
121.75,37.5034,0.237308,162.259
121.8,37.5029,0.236568,162.261
121.85,37.5025,0.23583,162.262
121.9,37.502,0.235094,162.263
121.95,37.5016,0.23436,162.264
122,37.5012,0.233629,162.265
122.05,37.5007,0.2329,162.266
122.1,37.5003,0.232174,162.268
122.15,37.4999,0.231449,162.269
122.2,37.4994,0.230727,162.27
122.25,37.499,0.230007,162.271
122.3,37.4986,0.229289,162.272
122.35,37.4981,0.228574,162.273
122.4,37.4977,0.227861,162.274
122.45,37.4973,0.22715,162.276
122.5,37.4969,0.226441,162.277
122.55,37.4964,0.225734,162.278
122.6,37.496,0.22503,162.279
122.65,37.4956,0.224328,162.28
122.7,37.4952,0.223628,162.281
122.75,37.4947,0.22293,162.282
122.8,37.4943,0.222235,162.283
122.85,37.4939,0.221541,162.285
122.9,37.4935,0.22085,162.286
122.95,37.4931,0.220161,162.287
123,37.4927,0.219474,162.288
123.05,37.4923,0.218789,162.289
123.1,37.4919,0.218106,162.29
123.15,37.4914,0.217425,162.291
123.2,37.491,0.216747,162.292
123.25,37.4906,0.216071,162.293
123.3,37.4902,0.215396,162.294
123.35,37.4898,0.214724,162.295
123.4,37.4894,0.214054,162.297
123.45,37.489,0.213386,162.298
123.5,37.4886,0.21272,162.299
123.55,37.4882,0.212056,162.3
123.6,37.4878,0.211395,162.301
123.65,37.4874,0.210735,162.302
123.7,37.487,0.210077,162.303
123.75,37.4866,0.209422,162.304
123.8,37.4863,0.208768,162.305
123.85,37.4859,0.208116,162.306
123.9,37.4855,0.207467,162.307
123.95,37.4851,0.206819,162.308
124,37.4847,0.206174,162.309
124.05,37.4843,0.205531,162.31
124.1,37.4839,0.204889,162.311
124.15,37.4835,0.20425,162.312
124.2,37.4832,0.203612,162.313
124.25,37.4828,0.202977,162.314
124.3,37.4824,0.202343,162.315
124.35,37.482,0.201712,162.316
124.4,37.4816,0.201082,162.317
124.45,37.4813,0.200455,162.318
124.5,37.4809,0.199829,162.319
124.55,37.4805,0.199205,162.32
124.6,37.4801,0.198584,162.321
124.65,37.4798,0.197964,162.322
124.7,37.4794,0.197346,162.323
124.75,37.479,0.19673,162.324
124.8,37.4787,0.196116,162.325
124.85,37.4783,0.195504,162.326
124.9,37.4779,0.194894,162.327
124.95,37.4776,0.194285,162.328
125,37.4772,0.193679,162.329
125.05,37.4768,0.193074,162.33
125.1,37.4765,0.192472,162.331
125.15,37.4761,0.191871,162.332
125.2,37.4758,0.191272,162.333
125.25,37.4754,0.190675,162.334
125.3,37.475,0.19008,162.335
125.35,37.4747,0.189487,162.336
125.4,37.4743,0.188895,162.337
125.45,37.474,0.188305,162.338
125.5,37.4736,0.187718,162.339
125.55,37.4733,0.187132,162.34
125.6,37.4729,0.186548,162.341
125.65,37.4726,0.185965,162.341
125.7,37.4722,0.185385,162.342
125.75,37.4719,0.184806,162.343
125.8,37.4715,0.184229,162.344
125.85,37.4712,0.183654,162.345
125.9,37.4709,0.183081,162.346
125.95,37.4705,0.182509,162.347
126,37.4702,0.18194,162.348
126.05,37.4698,0.181372,162.349
126.1,37.4695,0.180806,162.35
126.15,37.4692,0.180241,162.351
126.2,37.4688,0.179678,162.352
126.25,37.4685,0.179118,162.352
126.3,37.4681,0.178558,162.353
126.35,37.4678,0.178001,162.354
126.4,37.4675,0.177445,162.355
126.45,37.4671,0.176891,162.356
126.5,37.4668,0.176339,162.357
126.55,37.4665,0.175789,162.358
126.6,37.4662,0.17524,162.359
126.65,37.4658,0.174693,162.359
126.7,37.4655,0.174148,162.36
126.75,37.4652,0.173604,162.361
126.8,37.4649,0.173062,162.362
126.85,37.4645,0.172522,162.363
126.9,37.4642,0.171983,162.364
126.95,37.4639,0.171446,162.365
127,37.4636,0.170911,162.366
127.05,37.4632,0.170377,162.366
127.1,37.4629,0.169845,162.367
127.15,37.4626,0.169315,162.368
127.2,37.4623,0.168787,162.369
127.25,37.462,0.16826,162.37
127.3,37.4617,0.167734,162.371
127.35,37.4613,0.167211,162.371
127.4,37.461,0.166689,162.372
127.45,37.4607,0.166168,162.373
127.5,37.4604,0.165649,162.374
127.55,37.4601,0.165132,162.375
127.6,37.4598,0.164617,162.376
127.65,37.4595,0.164103,162.376
127.7,37.4592,0.16359,162.377
127.75,37.4589,0.16308,162.378
127.8,37.4586,0.16257,162.379
127.85,37.4583,0.162063,162.38
127.9,37.458,0.161557,162.38
127.95,37.4577,0.161052,162.381
128,37.4574,0.16055,162.382
128.05,37.4571,0.160048,162.383
128.1,37.4568,0.159549,162.384
128.15,37.4565,0.15905,162.384
128.2,37.4562,0.158554,162.385
128.25,37.4559,0.158059,162.386
128.3,37.4556,0.157565,162.387
128.35,37.4553,0.157073,162.388
128.4,37.455,0.156583,162.388
128.45,37.4547,0.156094,162.389
128.5,37.4544,0.155607,162.39
128.55,37.4541,0.155121,162.391
128.6,37.4538,0.154636,162.392
128.65,37.4535,0.154153,162.392
128.7,37.4532,0.153672,162.393
128.75,37.453,0.153192,162.394
128.8,37.4527,0.152714,162.395
128.85,37.4524,0.152237,162.395
128.9,37.4521,0.151762,162.396
128.95,37.4518,0.151288,162.397
129,37.4515,0.150815,162.398
129.05,37.4512,0.150345,162.398
129.1,37.451,0.149875,162.399
129.15,37.4507,0.149407,162.4
129.2,37.4504,0.148941,162.401
129.25,37.4501,0.148475,162.401
129.3,37.4498,0.148012,162.402
129.35,37.4496,0.14755,162.403
129.4,37.4493,0.147089,162.404
129.45,37.449,0.14663,162.404
129.5,37.4487,0.146172,162.405
129.55,37.4485,0.145715,162.406
129.6,37.4482,0.14526,162.407
129.65,37.4479,0.144807,162.407
129.7,37.4477,0.144354,162.408
129.75,37.4474,0.143904,162.409
129.8,37.4471,0.143454,162.409
129.85,37.4469,0.143006,162.41
129.9,37.4466,0.14256,162.411
129.95,37.4463,0.142115,162.412
130,37.4461,0.141671,162.412
130.05,37.4458,0.141228,162.413
130.1,37.4455,0.140787,162.414
130.15,37.4453,0.140348,162.414
130.2,37.445,0.139909,162.415
130.25,37.4447,0.139472,162.416
130.3,37.4445,0.139037,162.416
130.35,37.4442,0.138603,162.417
130.4,37.444,0.13817,162.418
130.45,37.4437,0.137738,162.419
130.5,37.4434,0.137308,162.419
130.55,37.4432,0.136879,162.42
130.6,37.4429,0.136452,162.421
130.65,37.4427,0.136026,162.421
130.7,37.4424,0.135601,162.422
130.75,37.4422,0.135177,162.423
130.8,37.4419,0.134755,162.423
130.85,37.4417,0.134334,162.424
130.9,37.4414,0.133915,162.425
130.95,37.4412,0.133497,162.425
131,37.4409,0.13308,162.426
131.05,37.4407,0.132664,162.427
131.1,37.4404,0.13225,162.427
131.15,37.4402,0.131837,162.428
131.2,37.4399,0.131425,162.429
131.25,37.4397,0.131015,162.429
131.3,37.4394,0.130605,162.43
131.35,37.4392,0.130198,162.431
131.4,37.4389,0.129791,162.431
131.45,37.4387,0.129386,162.432
131.5,37.4385,0.128981,162.433
131.55,37.4382,0.128579,162.433
131.6,37.438,0.128177,162.434
131.65,37.4377,0.127777,162.434
131.7,37.4375,0.127378,162.435
131.75,37.4373,0.12698,162.436
131.8,37.437,0.126583,162.436
131.85,37.4368,0.126188,162.437
131.9,37.4366,0.125794,162.438
131.95,37.4363,0.125401,162.438
132,37.4361,0.125009,162.439
132.05,37.4358,0.124619,162.44
132.1,37.4356,0.12423,162.44
132.15,37.4354,0.123842,162.441
132.2,37.4352,0.123455,162.441
132.25,37.4349,0.123069,162.442
132.3,37.4347,0.122685,162.443
132.35,37.4345,0.122302,162.443
132.4,37.4342,0.12192,162.444
132.45,37.434,0.121539,162.444
132.5,37.4338,0.121159,162.445
132.55,37.4336,0.120781,162.446
132.6,37.4333,0.120403,162.446
132.65,37.4331,0.120027,162.447
132.7,37.4329,0.119652,162.447
132.75,37.4327,0.119279,162.448
132.8,37.4324,0.118906,162.449
132.85,37.4322,0.118535,162.449
132.9,37.432,0.118165,162.45
132.95,37.4318,0.117795,162.45
133,37.4315,0.117428,162.451
133.05,37.4313,0.117061,162.452
133.1,37.4311,0.116695,162.452
133.15,37.4309,0.116331,162.453
133.2,37.4307,0.115967,162.453
133.25,37.4305,0.115605,162.454
133.3,37.4302,0.115244,162.455
133.35,37.43,0.114884,162.455
133.4,37.4298,0.114525,162.456
133.45,37.4296,0.114167,162.456
133.5,37.4294,0.113811,162.457
133.55,37.4292,0.113455,162.457
133.6,37.429,0.113101,162.458
133.65,37.4287,0.112748,162.459
133.7,37.4285,0.112395,162.459
133.75,37.4283,0.112044,162.46
133.8,37.4281,0.111694,162.46
133.85,37.4279,0.111345,162.461
133.9,37.4277,0.110998,162.461
133.95,37.4275,0.110651,162.462
134,37.4273,0.110305,162.462
134.05,37.4271,0.109961,162.463
134.1,37.4269,0.109617,162.464
134.15,37.4267,0.109275,162.464
134.2,37.4265,0.108933,162.465
134.25,37.4263,0.108593,162.465
134.3,37.4261,0.108254,162.466
134.35,37.4259,0.107916,162.466
134.4,37.4257,0.107579,162.467
134.45,37.4255,0.107242,162.467
134.5,37.4253,0.106907,162.468
134.55,37.4251,0.106574,162.468
134.6,37.4249,0.106241,162.469
134.65,37.4247,0.105909,162.469
134.7,37.4245,0.105578,162.47
134.75,37.4243,0.105248,162.47
134.8,37.4241,0.104919,162.471
134.85,37.4239,0.104592,162.472
134.9,37.4237,0.104265,162.472
134.95,37.4235,0.103939,162.473
135,37.4233,0.103614,162.473
135.05,37.4231,0.103291,162.474
135.1,37.4229,0.102968,162.474
135.15,37.4227,0.102646,162.475
135.2,37.4225,0.102326,162.475
135.25,37.4223,0.102006,162.476
135.3,37.4221,0.101687,162.476
135.35,37.4219,0.10137,162.477
135.4,37.4218,0.101053,162.477
135.45,37.4216,0.100737,162.478
135.5,37.4214,0.100423,162.478
135.55,37.4212,0.100109,162.479
135.6,37.421,0.0997961,162.479
135.65,37.4208,0.0994843,162.48
135.7,37.4206,0.0991736,162.48
135.75,37.4204,0.0988637,162.481
135.8,37.4203,0.0985549,162.481
135.85,37.4201,0.098247,162.482
135.9,37.4199,0.09794,162.482
135.95,37.4197,0.0976341,162.483
136,37.4195,0.097329,162.483
136.05,37.4193,0.097025,162.484
136.1,37.4192,0.0967219,162.484
136.15,37.419,0.0964197,162.485
136.2,37.4188,0.0961184,162.485
136.25,37.4186,0.0958182,162.486
136.3,37.4184,0.0955188,162.486
136.35,37.4183,0.0952204,162.487
136.4,37.4181,0.0949229,162.487
136.45,37.4179,0.0946263,162.487
136.5,37.4177,0.0943307,162.488
136.55,37.4176,0.094036,162.488
136.6,37.4174,0.0937422,162.489
136.65,37.4172,0.0934493,162.489
136.7,37.417,0.0931574,162.49
136.75,37.4169,0.0928663,162.49
136.8,37.4167,0.0925762,162.491
136.85,37.4165,0.0922869,162.491
136.9,37.4163,0.0919986,162.492
136.95,37.4162,0.0917112,162.492
137,37.416,0.0914247,162.493
137.05,37.4158,0.091139,162.493
137.1,37.4157,0.0908543,162.493
137.15,37.4155,0.0905704,162.494
137.2,37.4153,0.0902874,162.494
137.25,37.4151,0.0900053,162.495
137.3,37.415,0.0897241,162.495
137.35,37.4148,0.0894438,162.496
137.4,37.4146,0.0891643,162.496
137.45,37.4145,0.0888858,162.497
137.5,37.4143,0.0886081,162.497
137.55,37.4141,0.0883312,162.498
137.6,37.414,0.0880552,162.498
137.65,37.4138,0.0877801,162.498
137.7,37.4137,0.0875058,162.499
137.75,37.4135,0.0872324,162.499
137.8,37.4133,0.0869599,162.5
137.85,37.4132,0.0866882,162.5
137.9,37.413,0.0864173,162.501
137.95,37.4128,0.0861473,162.501
138,37.4127,0.0858782,162.501
138.05,37.4125,0.0856098,162.502
138.1,37.4124,0.0853423,162.502
138.15,37.4122,0.0850757,162.503
138.2,37.412,0.0848099,162.503
138.25,37.4119,0.0845449,162.504
138.3,37.4117,0.0842807,162.504
138.35,37.4116,0.0840174,162.504
138.4,37.4114,0.0837549,162.505
138.45,37.4113,0.0834932,162.505
138.5,37.4111,0.0832323,162.506
138.55,37.4109,0.0829722,162.506
138.6,37.4108,0.082713,162.507
138.65,37.4106,0.0824545,162.507
138.7,37.4105,0.0821969,162.507
138.75,37.4103,0.0819401,162.508
138.8,37.4102,0.081684,162.508
138.85,37.41,0.0814288,162.509
138.9,37.4099,0.0811744,162.509
138.95,37.4097,0.0809207,162.509
139,37.4096,0.0806679,162.51
139.05,37.4094,0.0804158,162.51
139.1,37.4093,0.0801646,162.511
139.15,37.4091,0.0799141,162.511
139.2,37.409,0.0796644,162.511
139.25,37.4088,0.0794154,162.512
139.3,37.4087,0.0791673,162.512
139.35,37.4085,0.0789199,162.513
139.4,37.4084,0.0786733,162.513
139.45,37.4082,0.0784275,162.513
139.5,37.4081,0.0781824,162.514
139.55,37.4079,0.0779381,162.514
139.6,37.4078,0.0776946,162.515
139.65,37.4076,0.0774518,162.515
139.7,37.4075,0.0772098,162.515
139.75,37.4074,0.0769686,162.516
139.8,37.4072,0.076728,162.516
139.85,37.4071,0.0764883,162.516
139.9,37.4069,0.0762493,162.517
139.95,37.4068,0.076011,162.517
140,37.4066,0.0757735,162.518
140.05,37.4065,0.0755367,162.518
140.1,37.4064,0.0753007,162.518
140.15,37.4062,0.0750654,162.519
140.2,37.4061,0.0748308,162.519
140.25,37.4059,0.074597,162.519
140.3,37.4058,0.0743639,162.52
140.35,37.4057,0.0741315,162.52
140.4,37.4055,0.0738999,162.521
140.45,37.4054,0.0736689,162.521
140.5,37.4052,0.0734387,162.521
140.55,37.4051,0.0732093,162.522
140.6,37.405,0.0729805,162.522
140.65,37.4048,0.0727524,162.522
140.7,37.4047,0.0725251,162.523
140.75,37.4046,0.0722985,162.523
140.8,37.4044,0.0720725,162.524
140.85,37.4043,0.0718473,162.524
140.9,37.4042,0.0716228,162.524
140.95,37.404,0.071399,162.525
141,37.4039,0.0711759,162.525
141.05,37.4038,0.0709535,162.525
141.1,37.4036,0.0707317,162.526
141.15,37.4035,0.0705107,162.526
141.2,37.4034,0.0702904,162.526
141.25,37.4032,0.0700707,162.527
141.3,37.4031,0.0698517,162.527
141.35,37.403,0.0696335,162.527
141.4,37.4028,0.0694159,162.528
141.45,37.4027,0.0691989,162.528
141.5,37.4026,0.0689827,162.528
141.55,37.4025,0.0687671,162.529
141.6,37.4023,0.0685522,162.529
141.65,37.4022,0.068338,162.529
141.7,37.4021,0.0681244,162.53
141.75,37.4019,0.0679115,162.53
141.8,37.4018,0.0676993,162.53
141.85,37.4017,0.0674878,162.531
141.9,37.4016,0.0672769,162.531
141.95,37.4014,0.0670666,162.531
142,37.4013,0.066857,162.532
142.05,37.4012,0.0666481,162.532
142.1,37.4011,0.0664398,162.532
142.15,37.4009,0.0662322,162.533
142.2,37.4008,0.0660252,162.533
142.25,37.4007,0.0658189,162.533
142.3,37.4006,0.0656132,162.534
142.35,37.4004,0.0654081,162.534
142.4,37.4003,0.0652037,162.534
142.45,37.4002,0.065,162.535
142.5,37.4001,0.0647968,162.535
142.55,37.4,0.0645943,162.535
142.6,37.3998,0.0643925,162.536
142.65,37.3997,0.0641912,162.536
142.7,37.3996,0.0639906,162.536
142.75,37.3995,0.0637907,162.537
142.8,37.3994,0.0635913,162.537
142.85,37.3992,0.0633926,162.537
142.9,37.3991,0.0631945,162.538
142.95,37.399,0.062997,162.538
143,37.3989,0.0628001,162.538
143.05,37.3988,0.0626038,162.539
143.1,37.3987,0.0624082,162.539
143.15,37.3985,0.0622131,162.539
143.2,37.3984,0.0620187,162.54
143.25,37.3983,0.0618249,162.54
143.3,37.3982,0.0616317,162.54
143.35,37.3981,0.0614391,162.54
143.4,37.398,0.0612471,162.541
143.45,37.3978,0.0610557,162.541
143.5,37.3977,0.0608648,162.541
143.55,37.3976,0.0606746,162.542
143.6,37.3975,0.060485,162.542
143.65,37.3974,0.060296,162.542
143.7,37.3973,0.0601075,162.543
143.75,37.3972,0.0599197,162.543
143.8,37.3971,0.0597324,162.543
143.85,37.3969,0.0595457,162.544
143.9,37.3968,0.0593596,162.544
143.95,37.3967,0.0591741,162.544
144,37.3966,0.0589892,162.544
144.05,37.3965,0.0588048,162.545
144.1,37.3964,0.0586211,162.545
144.15,37.3963,0.0584378,162.545
144.2,37.3962,0.0582552,162.546
144.25,37.3961,0.0580731,162.546
144.3,37.396,0.0578917,162.546
144.35,37.3958,0.0577107,162.546
144.4,37.3957,0.0575304,162.547
144.45,37.3956,0.0573506,162.547
144.5,37.3955,0.0571713,162.547
144.55,37.3954,0.0569926,162.548
144.6,37.3953,0.0568145,162.548
144.65,37.3952,0.056637,162.548
144.7,37.3951,0.0564599,162.548
144.75,37.395,0.0562835,162.549
144.8,37.3949,0.0561076,162.549
144.85,37.3948,0.0559322,162.549
144.9,37.3947,0.0557574,162.55
144.95,37.3946,0.0555832,162.55
145,37.3945,0.0554094,162.55
145.05,37.3944,0.0552363,162.55
145.1,37.3943,0.0550636,162.551
145.15,37.3942,0.0548915,162.551
145.2,37.3941,0.05472,162.551
145.25,37.394,0.0545489,162.551
145.3,37.3939,0.0543785,162.552
145.35,37.3938,0.0542085,162.552
145.4,37.3937,0.0540391,162.552
145.45,37.3936,0.0538702,162.553
145.5,37.3935,0.0537018,162.553
145.55,37.3934,0.053534,162.553
145.6,37.3933,0.0533667,162.553
145.65,37.3932,0.0531999,162.554
145.7,37.3931,0.0530336,162.554
145.75,37.393,0.0528678,162.554
145.8,37.3929,0.0527026,162.554
145.85,37.3928,0.0525379,162.555
145.9,37.3927,0.0523737,162.555
145.95,37.3926,0.05221,162.555
146,37.3925,0.0520468,162.555
146.05,37.3924,0.0518841,162.556
146.1,37.3923,0.051722,162.556
146.15,37.3922,0.0515603,162.556
146.2,37.3921,0.0513992,162.557
146.25,37.392,0.0512385,162.557
146.3,37.3919,0.0510784,162.557
146.35,37.3918,0.0509187,162.557
146.4,37.3917,0.0507596,162.558
146.45,37.3916,0.0506009,162.558
146.5,37.3915,0.0504428,162.558
146.55,37.3914,0.0502851,162.558
146.6,37.3913,0.0501279,162.559
146.65,37.3912,0.0499713,162.559
146.7,37.3911,0.0498151,162.559
146.75,37.391,0.0496594,162.559
146.8,37.3909,0.0495042,162.56
146.85,37.3909,0.0493494,162.56
146.9,37.3908,0.0491952,162.56
146.95,37.3907,0.0490414,162.56
147,37.3906,0.0488881,162.561
147.05,37.3905,0.0487353,162.561
147.1,37.3904,0.048583,162.561
147.15,37.3903,0.0484312,162.561
147.2,37.3902,0.0482798,162.562
147.25,37.3901,0.0481289,162.562
147.3,37.39,0.0479784,162.562
147.35,37.3899,0.0478285,162.562
147.4,37.3899,0.047679,162.562
147.45,37.3898,0.04753,162.563
147.5,37.3897,0.0473814,162.563
147.55,37.3896,0.0472333,162.563
147.6,37.3895,0.0470857,162.563
147.65,37.3894,0.0469385,162.564
147.7,37.3893,0.0467918,162.564
147.75,37.3892,0.0466455,162.564
147.8,37.3892,0.0464997,162.564
147.85,37.3891,0.0463544,162.565
147.9,37.389,0.0462095,162.565
147.95,37.3889,0.0460651,162.565
148,37.3888,0.0459211,162.565
148.05,37.3887,0.0457776,162.566
148.1,37.3886,0.0456345,162.566
148.15,37.3885,0.0454918,162.566
148.2,37.3885,0.0453496,162.566
148.25,37.3884,0.0452079,162.566
148.3,37.3883,0.0450666,162.567
148.35,37.3882,0.0449257,162.567
148.4,37.3881,0.0447853,162.567
148.45,37.388,0.0446453,162.567
148.5,37.388,0.0445058,162.568
148.55,37.3879,0.0443667,162.568
148.6,37.3878,0.044228,162.568
148.65,37.3877,0.0440897,162.568
148.7,37.3876,0.0439519,162.568
148.75,37.3875,0.0438145,162.569
148.8,37.3875,0.0436776,162.569
148.85,37.3874,0.0435411,162.569
148.9,37.3873,0.043405,162.569
148.95,37.3872,0.0432693,162.57
149,37.3871,0.043134,162.57
149.05,37.3871,0.0429992,162.57
149.1,37.387,0.0428648,162.57
149.15,37.3869,0.0427308,162.57
149.2,37.3868,0.0425973,162.571
149.25,37.3867,0.0424641,162.571
149.3,37.3867,0.0423314,162.571
149.35,37.3866,0.0421991,162.571
149.4,37.3865,0.0420672,162.571
149.45,37.3864,0.0419357,162.572
149.5,37.3863,0.0418046,162.572
149.55,37.3863,0.0416739,162.572
149.6,37.3862,0.0415436,162.572
149.65,37.3861,0.0414138,162.572
149.7,37.386,0.0412843,162.573
149.75,37.386,0.0411553,162.573
149.8,37.3859,0.0410266,162.573
149.85,37.3858,0.0408984,162.573
149.9,37.3857,0.0407706,162.573
149.95,37.3857,0.0406431,162.574
150,37.3856,0.0405161,162.574
150.05,37.3855,0.0403894,162.574
150.1,37.3854,0.0402632,162.574
150.15,37.3854,0.0401373,162.575
150.2,37.3853,0.0400119,162.575
150.25,37.3852,0.0398868,162.575
150.3,37.3851,0.0397621,162.575
150.35,37.3851,0.0396378,162.575
150.4,37.385,0.0395139,162.576
150.45,37.3849,0.0393904,162.576
150.5,37.3848,0.0392673,162.576
150.55,37.3848,0.0391445,162.576
150.6,37.3847,0.0390222,162.576
150.65,37.3846,0.0389002,162.576
150.7,37.3845,0.0387786,162.577
150.75,37.3845,0.0386574,162.577
150.8,37.3844,0.0385365,162.577
150.85,37.3843,0.0384161,162.577
150.9,37.3843,0.038296,162.577
150.95,37.3842,0.0381763,162.578
151,37.3841,0.0380569,162.578
151.05,37.384,0.037938,162.578
151.1,37.384,0.0378194,162.578
151.15,37.3839,0.0377012,162.578
151.2,37.3838,0.0375833,162.579
151.25,37.3838,0.0374658,162.579
151.3,37.3837,0.0373487,162.579
151.35,37.3836,0.037232,162.579
151.4,37.3835,0.0371156,162.579
151.45,37.3835,0.0369996,162.58
151.5,37.3834,0.0368839,162.58
151.55,37.3833,0.0367686,162.58
151.6,37.3833,0.0366537,162.58
151.65,37.3832,0.0365391,162.58
151.7,37.3831,0.0364249,162.58
151.75,37.3831,0.036311,162.581
151.8,37.383,0.0361975,162.581
151.85,37.3829,0.0360844,162.581
151.9,37.3829,0.0359716,162.581
151.95,37.3828,0.0358591,162.581
152,37.3827,0.035747,162.582
152.05,37.3827,0.0356353,162.582
152.1,37.3826,0.0355239,162.582
152.15,37.3825,0.0354128,162.582
152.2,37.3825,0.0353021,162.582
152.25,37.3824,0.0351918,162.582
152.3,37.3823,0.0350818,162.583
152.35,37.3823,0.0349721,162.583
152.4,37.3822,0.0348628,162.583
152.45,37.3821,0.0347538,162.583
152.5,37.3821,0.0346452,162.583
152.55,37.382,0.0345369,162.583
152.6,37.3819,0.0344289,162.584
152.65,37.3819,0.0343213,162.584
152.7,37.3818,0.034214,162.584
152.75,37.3818,0.034107,162.584
152.8,37.3817,0.0340004,162.584
152.85,37.3816,0.0338941,162.584
152.9,37.3816,0.0337882,162.585
152.95,37.3815,0.0336826,162.585
153,37.3814,0.0335773,162.585
153.05,37.3814,0.0334723,162.585
153.1,37.3813,0.0333677,162.585
153.15,37.3812,0.0332634,162.585
153.2,37.3812,0.0331594,162.586
153.25,37.3811,0.0330557,162.586
153.3,37.3811,0.0329524,162.586
153.35,37.381,0.0328494,162.586
153.4,37.3809,0.0327467,162.586
153.45,37.3809,0.0326443,162.586
153.5,37.3808,0.0325423,162.587
153.55,37.3808,0.0324405,162.587
153.6,37.3807,0.0323391,162.587
153.65,37.3806,0.032238,162.587
153.7,37.3806,0.0321373,162.587
153.75,37.3805,0.0320368,162.587
153.8,37.3805,0.0319366,162.588
153.85,37.3804,0.0318368,162.588
153.9,37.3803,0.0317373,162.588
153.95,37.3803,0.0316381,162.588
154,37.3802,0.0315392,162.588
154.05,37.3802,0.0314406,162.588
154.1,37.3801,0.0313423,162.589
154.15,37.38,0.0312443,162.589
154.2,37.38,0.0311466,162.589
154.25,37.3799,0.0310493,162.589
154.3,37.3799,0.0309522,162.589
154.35,37.3798,0.0308554,162.589
154.4,37.3798,0.030759,162.589
154.45,37.3797,0.0306628,162.59
154.5,37.3796,0.030567,162.59
154.55,37.3796,0.0304714,162.59
154.6,37.3795,0.0303762,162.59
154.65,37.3795,0.0302812,162.59
154.7,37.3794,0.0301865,162.59
154.75,37.3794,0.0300922,162.591
154.8,37.3793,0.0299981,162.591
154.85,37.3792,0.0299043,162.591
154.9,37.3792,0.0298108,162.591
154.95,37.3791,0.0297176,162.591
155,37.3791,0.0296247,162.591
155.05,37.379,0.0295321,162.591
155.1,37.379,0.0294398,162.592
155.15,37.3789,0.0293478,162.592
155.2,37.3789,0.029256,162.592
155.25,37.3788,0.0291646,162.592
155.3,37.3787,0.0290734,162.592
155.35,37.3787,0.0289825,162.592
155.4,37.3786,0.0288919,162.592
155.45,37.3786,0.0288016,162.593
155.5,37.3785,0.0287115,162.593
155.55,37.3785,0.0286218,162.593
155.6,37.3784,0.0285323,162.593
155.65,37.3784,0.0284431,162.593
155.7,37.3783,0.0283542,162.593
155.75,37.3783,0.0282655,162.593
155.8,37.3782,0.0281772,162.594
155.85,37.3782,0.0280891,162.594
155.9,37.3781,0.0280013,162.594
155.95,37.3781,0.0279137,162.594
156,37.378,0.0278265,162.594
156.05,37.378,0.0277395,162.594
156.1,37.3779,0.0276528,162.594
156.15,37.3778,0.0275663,162.595
156.2,37.3778,0.0274801,162.595
156.25,37.3777,0.0273942,162.595
156.3,37.3777,0.0273086,162.595
156.35,37.3776,0.0272232,162.595
156.4,37.3776,0.0271381,162.595
156.45,37.3775,0.0270533,162.595
156.5,37.3775,0.0269687,162.596
156.55,37.3774,0.0268844,162.596
156.6,37.3774,0.0268003,162.596
156.65,37.3773,0.0267166,162.596
156.7,37.3773,0.026633,162.596
156.75,37.3772,0.0265498,162.596
156.8,37.3772,0.0264668,162.596
156.85,37.3771,0.026384,162.596
156.9,37.3771,0.0263016,162.597
156.95,37.377,0.0262193,162.597
157,37.377,0.0261374,162.597
157.05,37.3769,0.0260556,162.597
157.1,37.3769,0.0259742,162.597
157.15,37.3768,0.025893,162.597
157.2,37.3768,0.025812,162.597
157.25,37.3768,0.0257313,162.598
157.3,37.3767,0.0256509,162.598
157.35,37.3767,0.0255707,162.598
157.4,37.3766,0.0254908,162.598
157.45,37.3766,0.0254111,162.598
157.5,37.3765,0.0253316,162.598
157.55,37.3765,0.0252524,162.598
157.6,37.3764,0.0251735,162.598
157.65,37.3764,0.0250948,162.599
157.7,37.3763,0.0250163,162.599
