time, S, I, R
538.85,37.3614,1.07072e-12,162.639
538.9,37.3614,1.06737e-12,162.639
538.95,37.3614,1.06403e-12,162.639
539,37.3614,1.06071e-12,162.639
539.05,37.3614,1.05739e-12,162.639
539.1,37.3614,1.05408e-12,162.639
539.15,37.3614,1.05079e-12,162.639
539.2,37.3614,1.0475e-12,162.639
539.25,37.3614,1.04423e-12,162.639
539.3,37.3614,1.04096e-12,162.639
539.35,37.3614,1.0377e-12,162.639
539.4,37.3614,1.03446e-12,162.639
539.45,37.3614,1.03123e-12,162.639
539.5,37.3614,1.028e-12,162.639
539.55,37.3614,1.02479e-12,162.639
539.6,37.3614,1.02158e-12,162.639
539.65,37.3614,1.01839e-12,162.639
539.7,37.3614,1.0152e-12,162.639
539.75,37.3614,1.01203e-12,162.639
539.8,37.3614,1.00886e-12,162.639
539.85,37.3614,1.00571e-12,162.639
539.9,37.3614,1.00256e-12,162.639
539.95,37.3614,9.99428e-13,162.639
540,37.3614,9.96303e-13,162.639
540.05,37.3614,9.93188e-13,162.639
540.1,37.3614,9.90082e-13,162.639
540.15,37.3614,9.86986e-13,162.639
540.2,37.3614,9.839e-13,162.639
540.25,37.3614,9.80823e-13,162.639
540.3,37.3614,9.77756e-13,162.639
540.35,37.3614,9.74698e-13,162.639
540.4,37.3614,9.7165e-13,162.639
540.45,37.3614,9.68612e-13,162.639
540.5,37.3614,9.65583e-13,162.639
540.55,37.3614,9.62564e-13,162.639
540.6,37.3614,9.59554e-13,162.639
540.65,37.3614,9.56553e-13,162.639
540.7,37.3614,9.53562e-13,162.639
540.75,37.3614,9.5058e-13,162.639
540.8,37.3614,9.47608e-13,162.639
540.85,37.3614,9.44645e-13,162.639
540.9,37.3614,9.41691e-13,162.639
540.95,37.3614,9.38746e-13,162.639
541,37.3614,9.3581e-13,162.639
541.05,37.3614,9.32884e-13,162.639
541.1,37.3614,9.29967e-13,162.639
541.15,37.3614,9.27059e-13,162.639
541.2,37.3614,9.2416e-13,162.639
541.25,37.3614,9.2127e-13,162.639
541.3,37.3614,9.18389e-13,162.639
541.35,37.3614,9.15517e-13,162.639
541.4,37.3614,9.12655e-13,162.639
541.45,37.3614,9.09801e-13,162.639
541.5,37.3614,9.06956e-13,162.639
541.55,37.3614,9.0412e-13,162.639
541.6,37.3614,9.01292e-13,162.639
541.65,37.3614,8.98474e-13,162.639
541.7,37.3614,8.95665e-13,162.639
541.75,37.3614,8.92864e-13,162.639
541.8,37.3614,8.90072e-13,162.639
541.85,37.3614,8.87288e-13,162.639
541.9,37.3614,8.84514e-13,162.639
541.95,37.3614,8.81748e-13,162.639
542,37.3614,8.78991e-13,162.639
542.05,37.3614,8.76242e-13,162.639
542.1,37.3614,8.73502e-13,162.639
542.15,37.3614,8.70771e-13,162.639
542.2,37.3614,8.68048e-13,162.639
542.25,37.3614,8.65333e-13,162.639
542.3,37.3614,8.62627e-13,162.639
542.35,37.3614,8.5993e-13,162.639
542.4,37.3614,8.57241e-13,162.639
542.45,37.3614,8.5456e-13,162.639
542.5,37.3614,8.51888e-13,162.639
542.55,37.3614,8.49224e-13,162.639
542.6,37.3614,8.46569e-13,162.639
542.65,37.3614,8.43921e-13,162.639
542.7,37.3614,8.41282e-13,162.639
542.75,37.3614,8.38652e-13,162.639
542.8,37.3614,8.36029e-13,162.639
542.85,37.3614,8.33415e-13,162.639
542.9,37.3614,8.30809e-13,162.639
542.95,37.3614,8.28211e-13,162.639
543,37.3614,8.25621e-13,162.639
543.05,37.3614,8.23039e-13,162.639
543.1,37.3614,8.20466e-13,162.639
543.15,37.3614,8.179e-13,162.639
543.2,37.3614,8.15342e-13,162.639
543.25,37.3614,8.12793e-13,162.639
543.3,37.3614,8.10251e-13,162.639
543.35,37.3614,8.07717e-13,162.639
543.4,37.3614,8.05192e-13,162.639
543.45,37.3614,8.02674e-13,162.639
543.5,37.3614,8.00164e-13,162.639
543.55,37.3614,7.97662e-13,162.639
543.6,37.3614,7.95167e-13,162.639
543.65,37.3614,7.92681e-13,162.639
543.7,37.3614,7.90202e-13,162.639
543.75,37.3614,7.87731e-13,162.639
543.8,37.3614,7.85268e-13,162.639
543.85,37.3614,7.82812e-13,162.639
543.9,37.3614,7.80364e-13,162.639
543.95,37.3614,7.77924e-13,162.639
544,37.3614,7.75492e-13,162.639
544.05,37.3614,7.73067e-13,162.639
544.1,37.3614,7.70649e-13,162.639
544.15,37.3614,7.68239e-13,162.639
544.2,37.3614,7.65837e-13,162.639
544.25,37.3614,7.63442e-13,162.639
544.3,37.3614,7.61055e-13,162.639
544.35,37.3614,7.58675e-13,162.639
544.4,37.3614,7.56303e-13,162.639
544.45,37.3614,7.53938e-13,162.639
544.5,37.3614,7.5158e-13,162.639
544.55,37.3614,7.4923e-13,162.639
544.6,37.3614,7.46887e-13,162.639
544.65,37.3614,7.44552e-13,162.639
544.7,37.3614,7.42223e-13,162.639
544.75,37.3614,7.39902e-13,162.639
544.8,37.3614,7.37589e-13,162.639
544.85,37.3614,7.35282e-13,162.639
544.9,37.3614,7.32983e-13,162.639
544.95,37.3614,7.30691e-13,162.639
545,37.3614,7.28406e-13,162.639
545.05,37.3614,7.26128e-13,162.639
545.1,37.3614,7.23858e-13,162.639
545.15,37.3614,7.21594e-13,162.639
545.2,37.3614,7.19338e-13,162.639
545.25,37.3614,7.17088e-13,162.639
545.3,37.3614,7.14846e-13,162.639
545.35,37.3614,7.12611e-13,162.639
545.4,37.3614,7.10382e-13,162.639
545.45,37.3614,7.08161e-13,162.639
545.5,37.3614,7.05946e-13,162.639
545.55,37.3614,7.03739e-13,162.639
545.6,37.3614,7.01538e-13,162.639
545.65,37.3614,6.99345e-13,162.639
545.7,37.3614,6.97158e-13,162.639
545.75,37.3614,6.94978e-13,162.639
545.8,37.3614,6.92804e-13,162.639
545.85,37.3614,6.90638e-13,162.639
545.9,37.3614,6.88478e-13,162.639
545.95,37.3614,6.86325e-13,162.639
546,37.3614,6.84179e-13,162.639
546.05,37.3614,6.8204e-13,162.639
546.1,37.3614,6.79907e-13,162.639
546.15,37.3614,6.77781e-13,162.639
546.2,37.3614,6.75662e-13,162.639
546.25,37.3614,6.73549e-13,162.639
546.3,37.3614,6.71443e-13,162.639
546.35,37.3614,6.69343e-13,162.639
546.4,37.3614,6.6725e-13,162.639
546.45,37.3614,6.65163e-13,162.639
546.5,37.3614,6.63083e-13,162.639
546.55,37.3614,6.6101e-13,162.639
546.6,37.3614,6.58943e-13,162.639
546.65,37.3614,6.56882e-13,162.639
546.7,37.3614,6.54828e-13,162.639
546.75,37.3614,6.52781e-13,162.639
546.8,37.3614,6.50739e-13,162.639
546.85,37.3614,6.48704e-13,162.639
546.9,37.3614,6.46676e-13,162.639
546.95,37.3614,6.44654e-13,162.639
547,37.3614,6.42638e-13,162.639
547.05,37.3614,6.40628e-13,162.639
547.1,37.3614,6.38625e-13,162.639
547.15,37.3614,6.36628e-13,162.639
547.2,37.3614,6.34637e-13,162.639
547.25,37.3614,6.32653e-13,162.639
547.3,37.3614,6.30674e-13,162.639
547.35,37.3614,6.28702e-13,162.639
547.4,37.3614,6.26736e-13,162.639
547.45,37.3614,6.24777e-13,162.639
547.5,37.3614,6.22823e-13,162.639
547.55,37.3614,6.20875e-13,162.639
547.6,37.3614,6.18934e-13,162.639
547.65,37.3614,6.16998e-13,162.639
547.7,37.3614,6.15069e-13,162.639
547.75,37.3614,6.13146e-13,162.639
547.8,37.3614,6.11228e-13,162.639
547.85,37.3614,6.09317e-13,162.639
547.9,37.3614,6.07412e-13,162.639
547.95,37.3614,6.05512e-13,162.639
548,37.3614,6.03619e-13,162.639
548.05,37.3614,6.01731e-13,162.639
548.1,37.3614,5.9985e-13,162.639
548.15,37.3614,5.97974e-13,162.639
548.2,37.3614,5.96104e-13,162.639
548.25,37.3614,5.9424e-13,162.639
548.3,37.3614,5.92382e-13,162.639
548.35,37.3614,5.90529e-13,162.639
548.4,37.3614,5.88683e-13,162.639
548.45,37.3614,5.86842e-13,162.639
548.5,37.3614,5.85007e-13,162.639
548.55,37.3614,5.83177e-13,162.639
548.6,37.3614,5.81354e-13,162.639
548.65,37.3614,5.79536e-13,162.639
548.7,37.3614,5.77724e-13,162.639
548.75,37.3614,5.75917e-13,162.639
548.8,37.3614,5.74116e-13,162.639
548.85,37.3614,5.72321e-13,162.639
548.9,37.3614,5.70531e-13,162.639
548.95,37.3614,5.68747e-13,162.639
549,37.3614,5.66969e-13,162.639
549.05,37.3614,5.65196e-13,162.639
549.1,37.3614,5.63428e-13,162.639
549.15,37.3614,5.61667e-13,162.639
549.2,37.3614,5.5991e-13,162.639
549.25,37.3614,5.58159e-13,162.639
549.3,37.3614,5.56414e-13,162.639
549.35,37.3614,5.54674e-13,162.639
549.4,37.3614,5.5294e-13,162.639
549.45,37.3614,5.51211e-13,162.639
549.5,37.3614,5.49487e-13,162.639
549.55,37.3614,5.47769e-13,162.639
549.6,37.3614,5.46056e-13,162.639
549.65,37.3614,5.44348e-13,162.639
549.7,37.3614,5.42646e-13,162.639
549.75,37.3614,5.40949e-13,162.639
549.8,37.3614,5.39258e-13,162.639
549.85,37.3614,5.37571e-13,162.639
549.9,37.3614,5.3589e-13,162.639
549.95,37.3614,5.34215e-13,162.639
550,37.3614,5.32544e-13,162.639
550.05,37.3614,5.30879e-13,162.639
550.1,37.3614,5.29219e-13,162.639
550.15,37.3614,5.27564e-13,162.639
550.2,37.3614,5.25914e-13,162.639
550.25,37.3614,5.2427e-13,162.639
550.3,37.3614,5.2263e-13,162.639
550.35,37.3614,5.20996e-13,162.639
550.4,37.3614,5.19367e-13,162.639
550.45,37.3614,5.17743e-13,162.639
550.5,37.3614,5.16124e-13,162.639
550.55,37.3614,5.1451e-13,162.639
550.6,37.3614,5.12901e-13,162.639
550.65,37.3614,5.11297e-13,162.639
550.7,37.3614,5.09698e-13,162.639
550.75,37.3614,5.08104e-13,162.639
550.8,37.3614,5.06515e-13,162.639
550.85,37.3614,5.04931e-13,162.639
550.9,37.3614,5.03353e-13,162.639
550.95,37.3614,5.01779e-13,162.639
551,37.3614,5.00209e-13,162.639
551.05,37.3614,4.98645e-13,162.639
551.1,37.3614,4.97086e-13,162.639
551.15,37.3614,4.95532e-13,162.639
551.2,37.3614,4.93982e-13,162.639
551.25,37.3614,4.92437e-13,162.639
551.3,37.3614,4.90898e-13,162.639
551.35,37.3614,4.89362e-13,162.639
551.4,37.3614,4.87832e-13,162.639
551.45,37.3614,4.86307e-13,162.639
551.5,37.3614,4.84786e-13,162.639
551.55,37.3614,4.8327e-13,162.639
551.6,37.3614,4.81759e-13,162.639
551.65,37.3614,4.80252e-13,162.639
551.7,37.3614,4.78751e-13,162.639
551.75,37.3614,4.77254e-13,162.639
551.8,37.3614,4.75761e-13,162.639
551.85,37.3614,4.74274e-13,162.639
551.9,37.3614,4.7279e-13,162.639
551.95,37.3614,4.71312e-13,162.639
552,37.3614,4.69838e-13,162.639
552.05,37.3614,4.68369e-13,162.639
552.1,37.3614,4.66904e-13,162.639
552.15,37.3614,4.65444e-13,162.639
552.2,37.3614,4.63989e-13,162.639
552.25,37.3614,4.62538e-13,162.639
552.3,37.3614,4.61092e-13,162.639
552.35,37.3614,4.5965e-13,162.639
552.4,37.3614,4.58212e-13,162.639
552.45,37.3614,4.5678e-13,162.639
552.5,37.3614,4.55351e-13,162.639
552.55,37.3614,4.53927e-13,162.639
552.6,37.3614,4.52508e-13,162.639
552.65,37.3614,4.51093e-13,162.639
552.7,37.3614,4.49682e-13,162.639
552.75,37.3614,4.48276e-13,162.639
552.8,37.3614,4.46874e-13,162.639
552.85,37.3614,4.45477e-13,162.639
552.9,37.3614,4.44084e-13,162.639
552.95,37.3614,4.42695e-13,162.639
553,37.3614,4.41311e-13,162.639
553.05,37.3614,4.39931e-13,162.639
553.1,37.3614,4.38555e-13,162.639
553.15,37.3614,4.37184e-13,162.639
553.2,37.3614,4.35817e-13,162.639
553.25,37.3614,4.34454e-13,162.639
553.3,37.3614,4.33095e-13,162.639
553.35,37.3614,4.31741e-13,162.639
553.4,37.3614,4.30391e-13,162.639
553.45,37.3614,4.29045e-13,162.639
553.5,37.3614,4.27704e-13,162.639
553.55,37.3614,4.26366e-13,162.639
553.6,37.3614,4.25033e-13,162.639
553.65,37.3614,4.23704e-13,162.639
553.7,37.3614,4.22379e-13,162.639
553.75,37.3614,4.21058e-13,162.639
553.8,37.3614,4.19741e-13,162.639
553.85,37.3614,4.18429e-13,162.639
553.9,37.3614,4.1712e-13,162.639
553.95,37.3614,4.15816e-13,162.639
554,37.3614,4.14516e-13,162.639
554.05,37.3614,4.1322e-13,162.639
554.1,37.3614,4.11927e-13,162.639
554.15,37.3614,4.10639e-13,162.639
554.2,37.3614,4.09355e-13,162.639
554.25,37.3614,4.08075e-13,162.639
554.3,37.3614,4.06799e-13,162.639
554.35,37.3614,4.05527e-13,162.639
554.4,37.3614,4.04259e-13,162.639
554.45,37.3614,4.02995e-13,162.639
554.5,37.3614,4.01735e-13,162.639
554.55,37.3614,4.00478e-13,162.639
554.6,37.3614,3.99226e-13,162.639
554.65,37.3614,3.97978e-13,162.639
554.7,37.3614,3.96733e-13,162.639
554.75,37.3614,3.95493e-13,162.639
554.8,37.3614,3.94256e-13,162.639
554.85,37.3614,3.93023e-13,162.639
554.9,37.3614,3.91794e-13,162.639
554.95,37.3614,3.90569e-13,162.639
555,37.3614,3.89348e-13,162.639
555.05,37.3614,3.8813e-13,162.639
555.1,37.3614,3.86916e-13,162.639
555.15,37.3614,3.85707e-13,162.639
555.2,37.3614,3.845e-13,162.639
555.25,37.3614,3.83298e-13,162.639
555.3,37.3614,3.82099e-13,162.639
555.35,37.3614,3.80905e-13,162.639
555.4,37.3614,3.79714e-13,162.639
555.45,37.3614,3.78526e-13,162.639
555.5,37.3614,3.77343e-13,162.639
555.55,37.3614,3.76163e-13,162.639
555.6,37.3614,3.74986e-13,162.639
555.65,37.3614,3.73814e-13,162.639
555.7,37.3614,3.72645e-13,162.639
555.75,37.3614,3.71479e-13,162.639
555.8,37.3614,3.70318e-13,162.639
555.85,37.3614,3.6916e-13,162.639
555.9,37.3614,3.68005e-13,162.639
555.95,37.3614,3.66855e-13,162.639
556,37.3614,3.65708e-13,162.639
556.05,37.3614,3.64564e-13,162.639
556.1,37.3614,3.63424e-13,162.639
556.15,37.3614,3.62288e-13,162.639
556.2,37.3614,3.61155e-13,162.639
556.25,37.3614,3.60025e-13,162.639
556.3,37.3614,3.58899e-13,162.639
556.35,37.3614,3.57777e-13,162.639
556.4,37.3614,3.56658e-13,162.639
556.45,37.3614,3.55543e-13,162.639
556.5,37.3614,3.54431e-13,162.639
556.55,37.3614,3.53323e-13,162.639
556.6,37.3614,3.52218e-13,162.639
556.65,37.3614,3.51117e-13,162.639
556.7,37.3614,3.50019e-13,162.639
556.75,37.3614,3.48924e-13,162.639
556.8,37.3614,3.47833e-13,162.639
556.85,37.3614,3.46746e-13,162.639
556.9,37.3614,3.45661e-13,162.639
556.95,37.3614,3.4458e-13,162.639
557,37.3614,3.43503e-13,162.639
557.05,37.3614,3.42429e-13,162.639
557.1,37.3614,3.41358e-13,162.639
557.15,37.3614,3.4029e-13,162.639
557.2,37.3614,3.39226e-13,162.639
557.25,37.3614,3.38166e-13,162.639
557.3,37.3614,3.37108e-13,162.639
557.35,37.3614,3.36054e-13,162.639
557.4,37.3614,3.35003e-13,162.639
557.45,37.3614,3.33956e-13,162.639
557.5,37.3614,3.32911e-13,162.639
557.55,37.3614,3.3187e-13,162.639
557.6,37.3614,3.30833e-13,162.639
557.65,37.3614,3.29798e-13,162.639
557.7,37.3614,3.28767e-13,162.639
557.75,37.3614,3.27739e-13,162.639
557.8,37.3614,3.26714e-13,162.639
557.85,37.3614,3.25692e-13,162.639
557.9,37.3614,3.24674e-13,162.639
557.95,37.3614,3.23658e-13,162.639
558,37.3614,3.22646e-13,162.639
558.05,37.3614,3.21637e-13,162.639
558.1,37.3614,3.20632e-13,162.639
558.15,37.3614,3.19629e-13,162.639
558.2,37.3614,3.1863e-13,162.639
558.25,37.3614,3.17633e-13,162.639
558.3,37.3614,3.1664e-13,162.639
558.35,37.3614,3.1565e-13,162.639
558.4,37.3614,3.14663e-13,162.639
558.45,37.3614,3.13679e-13,162.639
558.5,37.3614,3.12698e-13,162.639
558.55,37.3614,3.1172e-13,162.639
558.6,37.3614,3.10745e-13,162.639
558.65,37.3614,3.09774e-13,162.639
558.7,37.3614,3.08805e-13,162.639
558.75,37.3614,3.07839e-13,162.639
558.8,37.3614,3.06877e-13,162.639
558.85,37.3614,3.05917e-13,162.639
558.9,37.3614,3.0496e-13,162.639
558.95,37.3614,3.04007e-13,162.639
559,37.3614,3.03056e-13,162.639
559.05,37.3614,3.02109e-13,162.639
559.1,37.3614,3.01164e-13,162.639
559.15,37.3614,3.00222e-13,162.639
559.2,37.3614,2.99283e-13,162.639
559.25,37.3614,2.98347e-13,162.639
559.3,37.3614,2.97414e-13,162.639
559.35,37.3614,2.96484e-13,162.639
559.4,37.3614,2.95557e-13,162.639
559.45,37.3614,2.94633e-13,162.639
559.5,37.3614,2.93712e-13,162.639
559.55,37.3614,2.92793e-13,162.639
559.6,37.3614,2.91878e-13,162.639
559.65,37.3614,2.90965e-13,162.639
559.7,37.3614,2.90055e-13,162.639
559.75,37.3614,2.89148e-13,162.639
559.8,37.3614,2.88244e-13,162.639
559.85,37.3614,2.87343e-13,162.639
559.9,37.3614,2.86444e-13,162.639
559.95,37.3614,2.85548e-13,162.639
560,37.3614,2.84655e-13,162.639
560.05,37.3614,2.83765e-13,162.639
560.1,37.3614,2.82878e-13,162.639
560.15,37.3614,2.81993e-13,162.639
560.2,37.3614,2.81112e-13,162.639
560.25,37.3614,2.80233e-13,162.639
560.3,37.3614,2.79356e-13,162.639
560.35,37.3614,2.78483e-13,162.639
560.4,37.3614,2.77612e-13,162.639
560.45,37.3614,2.76744e-13,162.639
560.5,37.3614,2.75878e-13,162.639
560.55,37.3614,2.75016e-13,162.639
560.6,37.3614,2.74156e-13,162.639
560.65,37.3614,2.73298e-13,162.639
560.7,37.3614,2.72444e-13,162.639
560.75,37.3614,2.71592e-13,162.639
560.8,37.3614,2.70743e-13,162.639
560.85,37.3614,2.69896e-13,162.639
560.9,37.3614,2.69052e-13,162.639
560.95,37.3614,2.68211e-13,162.639
561,37.3614,2.67372e-13,162.639
561.05,37.3614,2.66536e-13,162.639
561.1,37.3614,2.65702e-13,162.639
561.15,37.3614,2.64872e-13,162.639
561.2,37.3614,2.64043e-13,162.639
561.25,37.3614,2.63218e-13,162.639
561.3,37.3614,2.62395e-13,162.639
561.35,37.3614,2.61574e-13,162.639
561.4,37.3614,2.60756e-13,162.639
561.45,37.3614,2.59941e-13,162.639
561.5,37.3614,2.59128e-13,162.639
561.55,37.3614,2.58318e-13,162.639
561.6,37.3614,2.5751e-13,162.639
561.65,37.3614,2.56705e-13,162.639
561.7,37.3614,2.55902e-13,162.639
561.75,37.3614,2.55102e-13,162.639
561.8,37.3614,2.54304e-13,162.639
561.85,37.3614,2.53509e-13,162.639
561.9,37.3614,2.52716e-13,162.639
561.95,37.3614,2.51926e-13,162.639
562,37.3614,2.51138e-13,162.639
562.05,37.3614,2.50353e-13,162.639
562.1,37.3614,2.4957e-13,162.639
562.15,37.3614,2.48789e-13,162.639
562.2,37.3614,2.48011e-13,162.639
562.25,37.3614,2.47236e-13,162.639
562.3,37.3614,2.46463e-13,162.639
562.35,37.3614,2.45692e-13,162.639
562.4,37.3614,2.44924e-13,162.639
562.45,37.3614,2.44158e-13,162.639
562.5,37.3614,2.43394e-13,162.639
562.55,37.3614,2.42633e-13,162.639
562.6,37.3614,2.41875e-13,162.639
562.65,37.3614,2.41118e-13,162.639
562.7,37.3614,2.40364e-13,162.639
562.75,37.3614,2.39613e-13,162.639
562.8,37.3614,2.38863e-13,162.639
562.85,37.3614,2.38116e-13,162.639
562.9,37.3614,2.37372e-13,162.639
562.95,37.3614,2.3663e-13,162.639
563,37.3614,2.3589e-13,162.639
563.05,37.3614,2.35152e-13,162.639
563.1,37.3614,2.34417e-13,162.639
563.15,37.3614,2.33684e-13,162.639
563.2,37.3614,2.32953e-13,162.639
563.25,37.3614,2.32224e-13,162.639
563.3,37.3614,2.31498e-13,162.639
563.35,37.3614,2.30774e-13,162.639
563.4,37.3614,2.30053e-13,162.639
563.45,37.3614,2.29333e-13,162.639
563.5,37.3614,2.28616e-13,162.639
563.55,37.3614,2.27901e-13,162.639
563.6,37.3614,2.27189e-13,162.639
563.65,37.3614,2.26478e-13,162.639
563.7,37.3614,2.2577e-13,162.639
563.75,37.3614,2.25064e-13,162.639
563.8,37.3614,2.2436e-13,162.639
563.85,37.3614,2.23659e-13,162.639
563.9,37.3614,2.22959e-13,162.639
563.95,37.3614,2.22262e-13,162.639
564,37.3614,2.21567e-13,162.639
564.05,37.3614,2.20874e-13,162.639
564.1,37.3614,2.20184e-13,162.639
564.15,37.3614,2.19495e-13,162.639
564.2,37.3614,2.18809e-13,162.639
564.25,37.3614,2.18124e-13,162.639
564.3,37.3614,2.17442e-13,162.639
564.35,37.3614,2.16762e-13,162.639
564.4,37.3614,2.16085e-13,162.639
564.45,37.3614,2.15409e-13,162.639
564.5,37.3614,2.14735e-13,162.639
564.55,37.3614,2.14064e-13,162.639
564.6,37.3614,2.13394e-13,162.639
564.65,37.3614,2.12727e-13,162.639
564.7,37.3614,2.12062e-13,162.639
564.75,37.3614,2.11399e-13,162.639
564.8,37.3614,2.10738e-13,162.639
564.85,37.3614,2.10079e-13,162.639
564.9,37.3614,2.09422e-13,162.639
564.95,37.3614,2.08767e-13,162.639
565,37.3614,2.08114e-13,162.639
565.05,37.3614,2.07463e-13,162.639
565.1,37.3614,2.06815e-13,162.639
565.15,37.3614,2.06168e-13,162.639
565.2,37.3614,2.05523e-13,162.639
565.25,37.3614,2.04881e-13,162.639
565.3,37.3614,2.0424e-13,162.639
565.35,37.3614,2.03601e-13,162.639
565.4,37.3614,2.02965e-13,162.639
565.45,37.3614,2.0233e-13,162.639
565.5,37.3614,2.01697e-13,162.639
565.55,37.3614,2.01066e-13,162.639
565.6,37.3614,2.00438e-13,162.639
565.65,37.3614,1.99811e-13,162.639
565.7,37.3614,1.99186e-13,162.639
565.75,37.3614,1.98563e-13,162.639
565.8,37.3614,1.97942e-13,162.639
565.85,37.3614,1.97323e-13,162.639
565.9,37.3614,1.96706e-13,162.639
565.95,37.3614,1.96091e-13,162.639
566,37.3614,1.95478e-13,162.639
566.05,37.3614,1.94867e-13,162.639
566.1,37.3614,1.94257e-13,162.639
566.15,37.3614,1.9365e-13,162.639
566.2,37.3614,1.93044e-13,162.639
566.25,37.3614,1.92441e-13,162.639
566.3,37.3614,1.91839e-13,162.639
566.35,37.3614,1.91239e-13,162.639
566.4,37.3614,1.90641e-13,162.639
566.45,37.3614,1.90045e-13,162.639
566.5,37.3614,1.89451e-13,162.639
566.55,37.3614,1.88858e-13,162.639
566.6,37.3614,1.88268e-13,162.639
566.65,37.3614,1.87679e-13,162.639
566.7,37.3614,1.87092e-13,162.639
566.75,37.3614,1.86507e-13,162.639
566.8,37.3614,1.85924e-13,162.639
566.85,37.3614,1.85342e-13,162.639
566.9,37.3614,1.84763e-13,162.639
566.95,37.3614,1.84185e-13,162.639
567,37.3614,1.83609e-13,162.639
567.05,37.3614,1.83035e-13,162.639
567.1,37.3614,1.82463e-13,162.639
567.15,37.3614,1.81892e-13,162.639
567.2,37.3614,1.81323e-13,162.639
567.25,37.3614,1.80756e-13,162.639
567.3,37.3614,1.80191e-13,162.639
567.35,37.3614,1.79628e-13,162.639
567.4,37.3614,1.79066e-13,162.639
567.45,37.3614,1.78506e-13,162.639
567.5,37.3614,1.77948e-13,162.639
567.55,37.3614,1.77391e-13,162.639
567.6,37.3614,1.76837e-13,162.639
567.65,37.3614,1.76284e-13,162.639
567.7,37.3614,1.75732e-13,162.639
567.75,37.3614,1.75183e-13,162.639
567.8,37.3614,1.74635e-13,162.639
567.85,37.3614,1.74089e-13,162.639
567.9,37.3614,1.73545e-13,162.639
567.95,37.3614,1.73002e-13,162.639
568,37.3614,1.72461e-13,162.639
568.05,37.3614,1.71922e-13,162.639
568.1,37.3614,1.71384e-13,162.639
568.15,37.3614,1.70848e-13,162.639
568.2,37.3614,1.70314e-13,162.639
568.25,37.3614,1.69781e-13,162.639
568.3,37.3614,1.6925e-13,162.639
568.35,37.3614,1.68721e-13,162.639
568.4,37.3614,1.68194e-13,162.639
568.45,37.3614,1.67668e-13,162.639
568.5,37.3614,1.67143e-13,162.639
568.55,37.3614,1.66621e-13,162.639
568.6,37.3614,1.661e-13,162.639
568.65,37.3614,1.6558e-13,162.639
568.7,37.3614,1.65062e-13,162.639
568.75,37.3614,1.64546e-13,162.639
568.8,37.3614,1.64032e-13,162.639
568.85,37.3614,1.63519e-13,162.639
568.9,37.3614,1.63007e-13,162.639
568.95,37.3614,1.62498e-13,162.639
569,37.3614,1.6199e-13,162.639
569.05,37.3614,1.61483e-13,162.639
569.1,37.3614,1.60978e-13,162.639
569.15,37.3614,1.60475e-13,162.639
569.2,37.3614,1.59973e-13,162.639
569.25,37.3614,1.59473e-13,162.639
569.3,37.3614,1.58974e-13,162.639
569.35,37.3614,1.58477e-13,162.639
569.4,37.3614,1.57981e-13,162.639
569.45,37.3614,1.57487e-13,162.639
569.5,37.3614,1.56995e-13,162.639
569.55,37.3614,1.56504e-13,162.639
569.6,37.3614,1.56015e-13,162.639
569.65,37.3614,1.55527e-13,162.639
569.7,37.3614,1.5504e-13,162.639
569.75,37.3614,1.54555e-13,162.639
569.8,37.3614,1.54072e-13,162.639
569.85,37.3614,1.5359e-13,162.639
569.9,37.3614,1.5311e-13,162.639
569.95,37.3614,1.52631e-13,162.639
570,37.3614,1.52154e-13,162.639
570.05,37.3614,1.51678e-13,162.639
570.1,37.3614,1.51204e-13,162.639
570.15,37.3614,1.50731e-13,162.639
570.2,37.3614,1.5026e-13,162.639
570.25,37.3614,1.4979e-13,162.639
570.3,37.3614,1.49322e-13,162.639
570.35,37.3614,1.48855e-13,162.639
570.4,37.3614,1.48389e-13,162.639
570.45,37.3614,1.47925e-13,162.639
570.5,37.3614,1.47463e-13,162.639
570.55,37.3614,1.47001e-13,162.639
570.6,37.3614,1.46542e-13,162.639
570.65,37.3614,1.46084e-13,162.639
570.7,37.3614,1.45627e-13,162.639
570.75,37.3614,1.45171e-13,162.639
570.8,37.3614,1.44717e-13,162.639
570.85,37.3614,1.44265e-13,162.639
570.9,37.3614,1.43814e-13,162.639
570.95,37.3614,1.43364e-13,162.639
571,37.3614,1.42916e-13,162.639
571.05,37.3614,1.42469e-13,162.639
571.1,37.3614,1.42023e-13,162.639
571.15,37.3614,1.41579e-13,162.639
571.2,37.3614,1.41136e-13,162.639
571.25,37.3614,1.40695e-13,162.639
571.3,37.3614,1.40255e-13,162.639
571.35,37.3614,1.39817e-13,162.639
571.4,37.3614,1.39379e-13,162.639
571.45,37.3614,1.38944e-13,162.639
571.5,37.3614,1.38509e-13,162.639
571.55,37.3614,1.38076e-13,162.639
571.6,37.3614,1.37644e-13,162.639
571.65,37.3614,1.37214e-13,162.639
571.7,37.3614,1.36785e-13,162.639
571.75,37.3614,1.36357e-13,162.639
571.8,37.3614,1.35931e-13,162.639
571.85,37.3614,1.35505e-13,162.639
571.9,37.3614,1.35082e-13,162.639
571.95,37.3614,1.34659e-13,162.639
572,37.3614,1.34238e-13,162.639
572.05,37.3614,1.33819e-13,162.639
572.1,37.3614,1.334e-13,162.639
572.15,37.3614,1.32983e-13,162.639
572.2,37.3614,1.32567e-13,162.639
572.25,37.3614,1.32153e-13,162.639
